"IDStazione";"StazioneExtra";"Nome";"Comune";"Provincia";"Fiume";"Strumento";"Unita' Misura";"IDSensoreRete";"LAT [°]";"LON [°]";"GB E [m]";"GB N [m]";"Quota";"QuotaTerra"
"TOS11000014";0;"Pitigliano";"Pitigliano";"GR";"";"pluviometro";"mm";750757.0;42.6350977676;11.6542999129;1717659.9;4723725.82;300.0;""
"TOS03001841";0;"Pizzorne";"Villa Basilica";"LU";"";"pluviometro";"mm";747357.0;43.9344280569075;10.5846312960815;1627216.77;4865826.25;938.0;""
"TOS03001841";0;"Pizzorne";"Villa Basilica";"LU";"";"pluviometro";"mm";747377.0;43.9344280569075;10.5846312960815;1627216.77;4865826.25;938.0;""
"TOS01004965";0;"Poggibonsi";"Poggibonsi";"SI";"Elsa";"pluviometro";"mm";740007.0;43.4714639748017;11.1287599321364;1672211.27;4815389.19;88.0;2.0
"TOS01004965";0;"Poggibonsi";"Poggibonsi";"SI";"Elsa";"pluviometro";"mm";740027.0;43.4714639748017;11.1287599321364;1672211.27;4815389.19;88.0;""
"TOS01001445";0;"Poggio Aglione";"Gambassi Terme";"FI";"";"pluviometro";"mm";736757.0;43.5298824017873;10.9279659199902;1655819.68;4821481.49;441.0;2.0
"TOS01001445";0;"Poggio Aglione";"Gambassi Terme";"FI";"";"pluviometro";"mm";736777.0;43.5298824017873;10.9279659199902;1655819.68;4821481.49;441.0;2.0
"TOS03003011";0;"Poggio Perotto";"Magliano in Toscana";"GR";"";"pluviometro";"mm";746207.0;42.61368052915608;11.25488208282546;1684972.91;4720396.56;82.0;2.0
"TOS03003011";0;"Poggio Perotto";"Magliano in Toscana";"GR";"";"pluviometro";"mm";746227.0;42.61368052915608;11.25488208282546;1684972.91;4720396.56;82.0;""
"TOS03001135";0;"Poggio alla Croce";"Figline e Incisa Valdarno";"FI";"";"pluviometro";"mm";740857.0;43.6500938567192;11.3924717883301;1692970.61;4835807.9;500.0;2.0
"TOS03001135";0;"Poggio alla Croce";"Figline e Incisa Valdarno";"FI";"";"pluviometro";"mm";740877.0;43.6500938567192;11.3924717883301;1692970.61;4835807.9;500.0;2.0
"TOS02000075";0;"Pomezzana";"Stazzema";"LU";"";"pluviometro";"mm";732057.0;43.9852999546561;10.3147673606872;1605466.57;4871096.16;600.0;2.0
"TOS01002115";0;"Ponsano";"Volterra";"PI";"";"pluviometro";"mm";743557.0;43.3653080786;10.9903473059;1661297.34;4803322.5;340.0;""
"TOS02004305";0;"Ponte Guido";"Lucca";"LU";"Contesora";"pluviometro";"mm";730507.0;43.8650447864317;10.4331713931578;1615193.77;4857897.86;23.0;2.0
"TOS02004305";0;"Ponte Guido";"Lucca";"LU";"Contesora";"pluviometro";"mm";730527.0;43.8650447864317;10.4331713931578;1615193.77;4857897.86;23.0;2.0
"TOS03005707";0;"Ponte Orgia";"Sovicille";"SI";"Merse";"pluviometro";"mm";747157.0;43.2146453955979;11.2581115961075;1683445.92;4787142.6;0.0;""
"TOS01005386";0;"Ponte SR439";"Pomarance";"PI";"Cecina";"pluviometro";"mm";743807.0;43.3341721848683;10.8580648899078;1650655.96;4799617.33;85.0;""
"TOS01005386";9;"Ponte SR4399";"Pomarance";"PI";"Cecina";"pluviometro";"mm";743827.0;43.3341721848683;10.8580648899078;1650655.96;4799617.33;85.0;""
"TOS02004045";0;"Ponte Tavole";"Seravezza";"LU";"Versilia";"pluviometro";"mm";730857.0;43.9725728453911;10.1849162578583;1595073.51;4869524.8;11.0;2.0
"TOS02004045";0;"Ponte Tavole";"Seravezza";"LU";"Versilia";"pluviometro";"mm";730877.0;43.9725728453911;10.1849162578583;1595073.51;4869524.8;11.0;2.0
"TOS03002961";0;"Ponte Tura";"Grosseto";"GR";"";"pluviometro";"mm";746157.0;42.7646975681321;11.166253387928;1677273.27;4736976.83;13.0;2.0
"TOS01000931";0;"Ponte a Olmo";"Scarperia e San Piero";"FI";"";"pluviometro";"mm";737507.0;44.0491644742928;11.3044059276581;1684632.69;4879931.07;459.0;2.0
"TOS01004811";0;"Ponte a Signa";"Signa";"FI";"Arno";"pluviometro";"mm";736807.0;43.7730536256216;11.0929458599137;1668469.93;4848811.52;32.0;2.0
"TOS02004165";0;"Ponte di Campia";"Barga";"LU";"Serchio";"pluviometro";"mm";733757.0;44.0900549407028;10.4528243960756;1616332.9;4882917.01;197.0;2.0
"TOS02004165";0;"Ponte di Campia";"Barga";"LU";"Serchio";"pluviometro";"mm";733777.0;44.0900549407028;10.4528243960756;1616332.9;4882917.01;197.0;2.0
"TOS02004231";0;"Ponte di Lucchio";"Bagni di Lucca";"LU";"Lima";"pluviometro";"mm";733957.0;44.0435891694687;10.719796449758;1637812.79;4878167.84;350.0;2.0
"TOS01005401";0;"Ponte di Monterufoli";"Guardistallo";"PI";"Cecina";"pluviometro";"mm";743107.0;43.3233356908324;10.6698220968247;1635419.66;4798091.34;32.96;2.0
"TOS01005401";0;"Ponte di Monterufoli";"Guardistallo";"PI";"Cecina";"pluviometro";"mm";743127.0;43.3233356908324;10.6698220968247;1635419.66;4798091.34;32.96;2.0
"TOS01005181";0;"Pontedera";"Pontedera";"PI";"Arno";"pluviometro";"mm";735057.0;43.6653337908212;10.6312412023544;1631546.96;4836011.93;10.53;2.0
"TOS01005181";0;"Pontedera";"Pontedera";"PI";"Arno";"pluviometro";"mm";735077.0;43.6653337908212;10.6312412023544;1631546.96;4836011.93;10.53;""
"TOS01004839";0;"Pontelungo valle";"Pistoia";"PT";"Ombrone PT";"pluviometro";"mm";736157.0;43.9198061570395;10.8959250239647;1652239.68;4864728.93;65.68;""
"TOS01004839";0;"Pontelungo valle";"Pistoia";"PT";"Ombrone PT";"pluviometro";"mm";736177.0;43.9198061570395;10.8959250239647;1652239.68;4864728.93;65.68;""
"TOS02004315";0;"Pontetetto";"Lucca";"LU";"Ozzeri";"pluviometro";"mm";730357.0;43.829653381293;10.4697645000399;1618204.13;4854018.7;12.99;2.0
"TOS02004315";0;"Pontetetto";"Lucca";"LU";"Ozzeri";"pluviometro";"mm";730377.0;43.829653381293;10.4697645000399;1618204.13;4854018.7;12.99;2.0
"TOS11000101";0;"Pontremoli";"Pontremoli";"MS";"";"pluviometro";"mm";749757.0;44.3694914381017;9.89274859428406;1571159.61;4913316.12;340.0;""
"TOS09001080";0;"Pontremoli depuratore";"Pontremoli";"MS";"";"termometro";"°C";734601.0;44.369315041429154;9.883114106964326;1570392.19;4913288.2;226.0;2.0
"TOS03002300";0;"Populonia";"Piombino";"LI";"";"pluviometro";"mm";770307.0;42.98940033784856;10.490096852791972;1621507.1;4760730.76;164.0;""
"TOS03002300";0;"Populonia";"Piombino";"LI";"";"pluviometro";"mm";770327.0;42.98940033784856;10.490096852791972;1621507.1;4760730.76;164.0;2.0
"TOS11000012";0;"Portoferraio";"Portoferraio";"LI";"";"pluviometro";"mm";749057.0;42.7957446368;10.3601142575;1611257.9;4739045.82;10.0;2.0
"TOS03002073";0;"Prata";"Massa Marittima";"GR";"";"pluviometro";"mm";770057.0;43.075827;10.985063;1661632.23;4771163.44;528.0;""
"TOS01001205";0;"Prato Università";"Prato";"PO";"";"pluviometro";"mm";736907.0;43.8855563854925;11.0992129147053;1668657.13;4861319.7;65.0;2.0
"TOS01001205";0;"Prato Università";"Prato";"PO";"";"pluviometro";"mm";736927.0;43.8855563854925;11.0992129147053;1668657.13;4861319.7;65.0;2.0
"TOS11000078";0;"Pratomagno";"Loro Ciuffenna";"AR";"";"pluviometro";"mm";750557.0;43.5695273361;11.7242185607;1720018.9;4827684.82;695.0;""
"TOS02000441";0;"Prunetta";"San Marcello Piteglio";"PT";"";"pluviometro";"mm";731307.0;44.0084773589312;10.8040130138397;1644645.31;4874412.25;960.0;2.0
"TOS26000001";0;"Punta Ala";"Castiglione della Pescaia";"GR";"";"pluviometro";"mm";75003.0;42.8031;10.7538;1643436.61;4740457.16;10.0;""
"TOS11000513";0;"Quercianella";"Livorno";"LI";"";"pluviometro";"mm";752657.0;43.47956249123178;10.347686226564694;1609019.98;4814969.55;244.0;""
"TOS01001284";0;"Radda in Chianti";"Radda in Chianti";"SI";"";"pluviometro";"mm";744357.0;43.4860264800064;11.3791108131409;1692414.87;4817554.89;495.0;2.0
"TOS11000061";0;"Radicofani";"Radicofani";"SI";"";"pluviometro";"mm";750507.0;42.9482874004;11.7331319818;1722995.9;4758712.82;618.0;2.0
"TOS01000979";0;"Razzuolo";"Borgo San Lorenzo";"FI";"";"pluviometro";"mm";738507.0;44.03158400248275;11.46772564137162;1697774.78;4878357.41;637.0;2.0
"TOS11000024";0;"Remole";"Pontassieve";"FI";"";"pluviometro";"mm";748857.0;43.7964958905;11.4128054441;1694136.9;4852115.82;230.0;""
"TOS11000024";0;"Remole";"Pontassieve";"FI";"";"pluviometro";"mm";748877.0;43.7964958905;11.4128054441;1694136.9;4852115.82;230.0;""
"TOS03000278";0;"Renaio";"Barga";"LU";"";"pluviometro";"mm";734657.0;44.1087875221698;10.526820171667907;1622217.93;4885104.85;1013.0;2.0
"TOS03000278";0;"Renaio";"Barga";"LU";"";"pluviometro";"mm";734677.0;44.1087875221698;10.526820171667907;1622217.93;4885104.85;1013.0;""
"TOS02000079";0;"Retignano";"Stazzema";"LU";"";"pluviometro";"mm";732607.0;44.0050260199117;10.271503329277;1601963.25;4873232.72;420.0;2.0
"TOS02000079";0;"Retignano";"Stazzema";"LU";"";"pluviometro";"mm";732627.0;44.0050260199117;10.271503329277;1601963.25;4873232.72;420.0;2.0
"TOS03000715";0;"Rigomagno";"Sinalunga";"SI";"";"pluviometro";"mm";748307.0;43.262591;11.695261;1718783.36;4793519.15;395.0;3.0
"TOS03000715";0;"Rigomagno";"Sinalunga";"SI";"";"pluviometro";"mm";748327.0;43.262591;11.695261;1718783.36;4793519.15;395.0;3.0
"TOS11000059";0;"Ripa d'Orcia";"Castiglione d'Orcia";"SI";"";"pluviometro";"mm";749357.0;43.027280959477;11.582485452656;1710435.9;4767096.82;506.0;""
"TOS02004311";0;"Ripafratta";"San Giuliano Terme";"PI";"Serchio";"pluviometro";"mm";730407.0;43.8188590462346;10.41425724234608;1613761.61;4852742.01;11.0;2.0
"TOS02004311";0;"Ripafratta";"San Giuliano Terme";"PI";"Serchio";"pluviometro";"mm";730427.0;43.8188590462346;10.41425724234608;1613761.61;4852742.01;11.0;2.0
"TOS01002231";0;"Riparbella";"Riparbella";"PI";"";"pluviometro";"mm";743607.0;43.3674406389091;10.6022270916775;1629844.9;4802882.13;230.0;""
"TOS11000005";0;"Rispescia";"Grosseto";"GR";"";"pluviometro";"mm";752757.0;42.7061742937422;11.1445470086836;1675662.34;4730432.47;25.0;""
"TOS09001088";0;"Rocca Sigillina";"Filattiera";"MS";"";"pluviometro";"mm";732957.0;44.366354546509314;9.956408143043518;1576235.76;4913024.93;484.0;""
"TOS03003019";0;"Roccalbegna";"Roccalbegna";"GR";"";"pluviometro";"mm";746257.0;42.7863851585734;11.5057238135698;1704978.56;4740154.66;522.0;2.0
"TOS03003019";0;"Roccalbegna";"Roccalbegna";"GR";"";"pluviometro";"mm";746277.0;42.7863851585734;11.5057238135698;1704978.56;4740154.66;522.0;2.0
"TOS03002531";0;"Roccastrada";"Roccastrada";"GR";"";"pluviometro";"mm";745757.0;43.0162771001025;11.1651850794091;1676466.95;4764913.03;504.0;2.0
"TOS03002531";0;"Roccastrada";"Roccastrada";"GR";"";"pluviometro";"mm";745777.0;43.0162771001025;11.1651850794091;1676466.95;4764913.03;504.0;2.0
"TOS11000015";0;"Roccatederighi";"Roccastrada";"GR";"";"pluviometro";"mm";750257.0;43.0328259064026;11.0638195897922;1668161.41;4766542.77;475.0;""
"TOS01000991";0;"Ronta";"Borgo San Lorenzo";"FI";"";"pluviometro";"mm";738557.0;44.00904838382779;11.436408168922766;1695339.2;4875779.65;380.0;2.0
"TOS03005355";0;"Rosignano Solvay Pluvio";"Rosignano Marittimo";"LI";"";"pluviometro";"mm";744057.0;43.3822165515063;10.433052778244;1616109.76;4804273.74;2.0;""
"TOS01000961";0;"S. Agata di Mugello";"Scarperia e San Piero";"FI";"";"pluviometro";"mm";737607.0;44.02069427261783;11.337209224227106;1687350.28;4876842.88;357.0;2.0
"TOS01001634";0;"S. Baronto";"Quarrata";"PT";"";"pluviometro";"mm";736207.0;43.8451085083912;10.9062361224577;1653258.9;4856451.47;442.0;2.0
"TOS01001634";0;"S. Baronto";"Quarrata";"PT";"";"pluviometro";"mm";736227.0;43.8451085083912;10.9062361224577;1653258.9;4856451.47;442.0;2.0
"TOS01001059";0;"S. Brigida all'Opaco";"Pontassieve";"FI";"";"pluviometro";"mm";738607.0;43.8490073295928;11.4021779092651;1693112.49;4857923.31;407.0;2.0
"TOS01005377";0;"S. Dalmazio";"Pomarance";"PI";"Pavone";"pluviometro";"mm";743757.0;43.253492802221;10.9435685033431;1657796.07;4790815.11;247.0;2.0
"TOS03003099";0;"S. Donato";"Orbetello";"GR";"";"pluviometro";"mm";746857.0;42.55374417295952;11.237082488097464;1683688.88;4713702.01;21.0;2.0
"TOS03001137";0;"S. Donato in Collina";"Bagno a Ripoli";"FI";"";"pluviometro";"mm";755007.0;43.720622;11.380749;1691800.26;4843614.0;382.0;""
"TOS03002476";0;"S. Ferdinando";"Massa Marittima";"GR";"";"pluviometro";"mm";743457.0;43.07007123170107;10.814826561626916;1647786.92;4770210.26;334.0;2.0
"TOS11000052";0;"S. Fiora";"Arcidosso";"GR";"";"pluviometro";"mm";747257.0;42.8544802987822;11.5557932853699;1708844.63;4747839.81;813.0;2.0
"TOS11000052";1;"S. Fiora1";"Arcidosso";"GR";"";"pluviometro";"mm";747277.0;42.8544802987822;11.5557932853699;1708844.63;4747839.81;813.0;2.0
"TOS01001419";0;"S. Gimignano";"San Gimignano";"SI";"";"pluviometro";"mm";736957.0;43.4713556036533;11.0412899806301;1665136.53;4815199.95;306.0;2.0
"TOS01001419";0;"S. Gimignano";"San Gimignano";"SI";"";"pluviometro";"mm";736977.0;43.4713556036533;11.0412899806301;1665136.53;4815199.95;306.0;""
"TOS01005191";0;"S. Giovanni alla Vena valle";"Vicopisano";"PI";"Arno";"pluviometro";"mm";735007.0;43.6845859404321;10.5853378772736;1627805.14;4838078.4;7.63;2.0
"TOS01005191";0;"S. Giovanni alla Vena valle";"Vicopisano";"PI";"Arno";"pluviometro";"mm";735027.0;43.6845859404321;10.5853378772736;1627805.14;4838078.4;7.63;""
"TOS01001215";0;"S. Giusto";"Scandicci";"FI";"";"pluviometro";"mm";740057.0;43.7599520295814;11.1937648057938;1676622.55;4847566.45;42.0;2.0
"TOS01001215";0;"S. Giusto";"Scandicci";"FI";"";"pluviometro";"mm";740077.0;43.7599520295814;11.1937648057938;1676622.55;4847566.45;42.0;2.0
"TOS03002001";0;"S. Luce";"Santa Luce";"PI";"";"pluviometro";"mm";747407.0;43.4723833048861;10.5649520959091;1626605.92;4814479.6;196.0;2.0
"TOS03002001";0;"S. Luce";"Santa Luce";"PI";"";"pluviometro";"mm";747427.0;43.4723833048861;10.5649520959091;1626605.92;4814479.6;196.0;2.0
"TOS02000431";0;"S. Marcello Pistoiese";"San Marcello Piteglio";"PT";"";"pluviometro";"mm";733707.0;44.055375585255;10.788558125496;1643293.33;4879594.25;618.0;2.0
"TOS02000431";0;"S. Marcello Pistoiese";"San Marcello Piteglio";"PT";"";"pluviometro";"mm";733727.0;44.055375585255;10.788558125496;1643293.33;4879594.25;618.0;2.0
"TOS03003179";0;"S. Martino";"Portoferraio";"LI";"";"pluviometro";"mm";747957.0;42.782206;10.269164;1603842.66;4737426.44;320.0;""
"TOS03003179";0;"S. Martino";"Portoferraio";"LI";"";"pluviometro";"mm";747977.0;42.782206;10.269164;1603842.66;4737426.44;320.0;""
"TOS01001491";0;"S. Miniato (Cimitero)";"San Miniato";"PI";"";"pluviometro";"mm";740407.0;43.6840311986947;10.8314788341522;1647645.29;4838425.48;102.0;2.0
"TOS11000045";0;"S. Miniato Poggio al Pino";"San Miniato";"PI";"";"pluviometro";"mm";753407.0;43.6795020606;10.8935519873;1652659.9;4838034.82;117.0;""
"TOS01004621";0;"S. Piero a Sieve-Sieve";"Scarperia e San Piero";"FI";"Sieve";"pluviometro";"mm";737657.0;43.9651054700954;11.3280126726991;1686787.54;4870647.71;222.0;2.0
"TOS11000032";0;"S. Pietro a Marcigliano";"Capannori";"LU";"";"pluviometro";"mm";752407.0;43.90595135951564;10.592987537384031;1627948.49;4862676.31;238.0;""
"TOS11000035";0;"S. Vincenzo";"San Vincenzo";"LI";"";"pluviometro";"mm";752907.0;43.0524708281;10.5557162601;1626726.9;4767831.82;14.0;""
"TOS03002283";0;"S. Vincenzo porto";"San Vincenzo";"LI";"";"pluviometro";"mm";747915.0;43.098262;10.5368552;1625097.66;4772888.74;1.0;""
"TOS03002283";0;"S. Vincenzo porto";"San Vincenzo";"LI";"";"pluviometro";"mm";747927.0;43.098262;10.5368552;1625097.66;4772888.74;1.0;""
"TOS01000651";0;"Salutio";"Castel Focognano";"AR";"";"pluviometro";"mm";739807.0;43.61513584441312;11.81319142750223;1727032.39;4832989.9;315.0;2.0
"TOS11000057";0;"Sambuca";"San Casciano in Val di Pesa";"FI";"";"pluviometro";"mm";750007.0;43.5949512391002;11.2342443180703;1680374.89;4829327.68;325.0;""
"TOS03001241";0;"Sammommè";"Pistoia";"PT";"";"pluviometro";"mm";740907.0;44.0369238113167;10.9204253950119;1653903.8;4877782.61;785.0;2.0
"TOS03001241";0;"Sammommè";"Pistoia";"PT";"";"pluviometro";"mm";740927.0;44.0369238113167;10.9204253950119;1653903.8;4877782.61;785.0;2.0
"TOS11000010";0;"Santermo";"Casciana Terme Lari";"PI";"";"pluviometro";"mm";750707.0;43.5320423852;10.5783499986;1627563.9;4821125.82;210.0;""
"TOS11000093";0;"Santomato";"Pistoia";"PT";"";"pluviometro";"mm";750157.0;43.9470571325755;10.9877326708253;1659537.47;4867929.02;125.0;""
"TOS01002181";0;"Sassa";"Montecatini Val di Cecina";"PI";"";"pluviometro";"mm";742757.0;43.257955773966;10.6913709640503;1637313.89;4790865.62;398.0;""
"TOS01002381";0;"Sassetta";"Sassetta";"LI";"";"pluviometro";"mm";743057.0;43.1241348126285;10.6398671865463;1633424.6;4775920.83;351.0;""
"TOS03003071";0;"Scansano";"Scansano";"GR";"";"pluviometro";"mm";746407.0;42.6938309706495;11.329382149643;1690838.29;4729462.8;576.0;2.0
"TOS03003071";0;"Scansano";"Scansano";"GR";"";"pluviometro";"mm";746427.0;42.6938309706495;11.329382149643;1690838.29;4729462.8;576.0;2.0
"TOS11000025";0;"Scorgiano";"Monteriggioni";"SI";"";"pluviometro";"mm";748907.0;43.3662705449382;11.1514253603796;1674346.24;4803753.45;233.0;""
"TOS02000401";0;"Selva dei Porci";"San Marcello Piteglio";"PT";"";"pluviometro";"mm";733657.0;44.0720910859076;10.7942015322666;1643704.92;4881460.69;755.0;2.0
"TOS11000055";0;"Semproniano";"Semproniano";"GR";"";"pluviometro";"mm";749257.0;42.730977101282;11.5965134103145;1712594.28;4734226.2;485.0;""
"TOS02004029";0;"Seravezza 2";"Seravezza";"LU";"Versilia";"termometro";"°C";732751.0;43.9921892895115;10.2227085828781;1598072.61;4871747.8;55.0;""
"TOS01001561";0;"Serra Pistoiese";"Marliana";"PT";"";"pluviometro";"mm";736257.0;43.9723128569819;10.755962880771;1640878.94;4870312.31;790.0;2.0
"TOS01001561";0;"Serra Pistoiese";"Marliana";"PT";"";"pluviometro";"mm";736277.0;43.9723128569819;10.755962880771;1640878.94;4870312.31;790.0;2.0
"TOS11000026";0;"Sestino";"Sestino";"AR";"";"pluviometro";"mm";750357.0;43.7496376548325;12.2746946518439;1763683.58;4849295.14;1000.0;""
"TOS11000063";0;"Siberia";"Crespina Lorenzana";"PI";"";"pluviometro";"mm";752957.0;43.5916354274;10.5437463984;1624644.9;4827691.82;41.0;""
"TOS01002661";0;"Siena Poggio al Vento";"Siena";"SI";"";"pluviometro";"mm";754107.0;43.3204477140485;11.3125920295715;1687546.02;4799013.84;348.0;""
"TOS01001379";0;"Simignano";"Sovicille";"SI";"";"pluviometro";"mm";744107.0;43.29205001405;11.1672339510648;1675841.2;4795543.72;420.0;2.0
"TOS03000109";0;"Soliera";"Fivizzano";"MS";"Aulella";"pluviometro";"mm";734707.0;44.2023201756353;10.0625002384186;1584925.05;4894909.15;120.0;""
"TOS11000091";0;"Sorana";"Pescia";"PT";"";"pluviometro";"mm";749607.0;43.9690941535097;10.7163905029729;1637712.17;4869888.0;560.0;""
"TOS03002761";0;"Sovicille";"Sovicille";"SI";"";"pluviometro";"mm";745157.0;43.27629428774318;11.229859873922823;1680968.43;4793927.65;260.0;2.0
"TOS03002819";0;"Spineta";"Sarteano";"SI";"";"pluviometro";"mm";745257.0;42.951210281466096;11.853003880989316;1732764.48;4759362.51;633.0;2.0
"TOS03002819";0;"Spineta";"Sarteano";"SI";"";"pluviometro";"mm";745277.0;42.951210281466096;11.853003880989316;1732764.48;4759362.51;633.0;2.0
"TOS01005342";0;"Stagno";"Collesalvetti";"LI";"Scolmatore";"pluviometro";"mm";735807.0;43.5999732433535;10.3521305322647;1609161.97;4828348.25;1.11;2.0
"TOS01005342";0;"Stagno";"Collesalvetti";"LI";"Scolmatore";"pluviometro";"mm";735827.0;43.5999732433535;10.3521305322647;1609161.97;4828348.25;1.11;""
"TOS01000581";0;"Stia";"Pratovecchio Stia";"AR";"";"pluviometro";"mm";740157.0;43.8017811102716;11.7176055908203;1718639.13;4853463.19;537.0;""
"TOS01000581";0;"Stia";"Pratovecchio Stia";"AR";"";"pluviometro";"mm";740177.0;43.8017811102716;11.7176055908203;1718639.13;4853463.19;537.0;""
"TOS11000105";0;"Stia Monte";"Pratovecchio Stia";"AR";"";"pluviometro";"mm";749857.0;43.8316361319098;11.7013138532639;1717220.23;4856736.24;838.0;""
"TOS11000042";0;"Stiacciole";"Grosseto";"GR";"";"pluviometro";"mm";753357.0;42.7888482818;11.1757717917;1677982.9;4739678.82;53.0;""
"TOS01004725";0;"Strada in Chianti";"Greve in Chianti";"FI";"Ema";"pluviometro";"mm";739857.0;43.664319974058;11.3145424576712;1686641.75;4837209.64;144.0;2.0
"TOS01004725";0;"Strada in Chianti";"Greve in Chianti";"FI";"Ema";"pluviometro";"mm";739877.0;43.664319974058;11.3145424576712;1686641.75;4837209.64;144.0;""
"TOS11000102";0;"Strettoia";"Pietrasanta";"LU";"";"pluviometro";"mm";749807.0;43.993046059537306;10.209335096014584;1596998.85;4871827.15;124.0;""
"TOS11000102";1;"Strettoia1";"Pietrasanta";"LU";"";"pluviometro";"mm";749827.0;43.993046059537306;10.209335096014584;1596998.85;4871827.15;124.0;""
"TOS11000070";0;"Suvereto";"Suvereto";"LI";"";"pluviometro";"mm";753857.0;43.0657290711223;10.6855988502502;1637275.12;4769508.5;35.0;""
"TOS11000021";0;"Tavarnelle";"Barberino Tavarnelle";"FI";"";"pluviometro";"mm";748757.0;43.5719092116882;11.1625096530442;1674651.05;4826615.28;374.0;""
"TOS11000021";0;"Tavarnelle";"Barberino Tavarnelle";"FI";"";"pluviometro";"mm";748777.0;43.5719092116882;11.1625096530442;1674651.05;4826615.28;374.0;""
"TOS09001230";0;"Tendola";"Fosdinovo";"MS";"";"pluviometro";"mm";733357.0;44.15600578179964;10.03381089201982;1582697.42;4889735.68;410.0;2.0
"TOS02000339";0;"Tereglio";"Coreglia Antelminelli";"LU";"";"pluviometro";"mm";731257.0;44.0598455627244;10.5677855014801;1625599.84;4879730.47;590.0;2.0
"TOS11000016";0;"Terricciola";"Terricciola";"PI";"";"pluviometro";"mm";749507.0;43.5418228712939;10.6494753833606;1633289.52;4822323.58;127.0;""
"TOS02000064";0;"Terrinca";"Stazzema";"LU";"";"pluviometro";"mm";732507.0;44.0285409202718;10.27563393116;1602253.98;4875849.61;840.0;2.0
"TOS03004003";0;"Torano";"Carrara";"MS";"Carrione (ramo di Torano)";"pluviometro";"mm";751257.0;44.0910352460468;10.1033321619034;1588353.39;4882591.58;142.0;""
"TOS02004081";0;"Torre del Lago";"Viareggio";"LU";"Lago Massaciuccoli";"pluviometro";"mm";730807.0;43.8318153682703;10.3068336557152;1605100.03;4854038.95;1.0;2.0
"TOS02004081";0;"Torre del Lago";"Viareggio";"LU";"Lago Massaciuccoli";"pluviometro";"mm";730827.0;43.8318153682703;10.3068336557152;1605100.03;4854038.95;1.0;2.0
"TOS03003063";0;"Torricelle";"Scansano";"GR";"";"pluviometro";"mm";746757.0;42.6421242613877;11.4251425060903;1698847.57;4723941.6;170.0;""
"TOS03003063";0;"Torricelle";"Scansano";"GR";"";"pluviometro";"mm";746777.0;42.6421242613877;11.4251425060903;1698847.57;4723941.6;170.0;""
"TOS03000855";0;"Trappola";"Loro Ciuffena";"AR";"";"pluviometro";"mm";748407.0;43.6189880565514;11.6526374060821;1714062.79;4832991.13;869.0;""
"TOS03000855";0;"Trappola";"Loro Ciuffena";"AR";"";"pluviometro";"mm";748427.0;43.6189880565514;11.6526374060821;1714062.79;4832991.13;869.0;""
"TOS09001180";0;"Turano";"Fivizzano";"MS";"";"pluviometro";"mm";733057.0;44.2464417257132;10.151683844026472;1591982.25;4899905.86;500.0;2.0
"TOS01004921";0;"Turbone";"Montelupo Fiorentino";"FI";"Pesa";"pluviometro";"mm";737057.0;43.7186054635669;11.0359114408493;1664028.36;4842649.71;45.0;2.0
"TOS01004921";0;"Turbone";"Montelupo Fiorentino";"FI";"Pesa";"pluviometro";"mm";737077.0;43.7186054635669;11.0359114408493;1664028.36;4842649.71;45.0;2.0
"TOS03003053";0;"Usi";"Roccalbegna";"GR";"";"pluviometro";"mm";746357.0;42.7183037033306;11.4909795445551;1703995.81;4732558.34;411.0;2.0
"TOS02000191";0;"Vagli di Sotto";"Vagli Sotto";"LU";"";"pluviometro";"mm";733607.0;44.10854556;10.28942639;1603220.14;4884752.93;581.0;2.0
"TOS01000941";0;"Vaglia";"Vaglia";"FI";"";"pluviometro";"mm";739657.0;43.9083388676673;11.2748556564472;1682696.88;4864223.67;340.0;2.0
"TOS01000941";0;"Vaglia";"Vaglia";"FI";"";"pluviometro";"mm";739677.0;43.9083388676673;11.2748556564472;1682696.88;4864223.67;340.0;2.0
"TOS03002640";0;"Vagliagli";"Castelnuovo Berardenga";"SI";"";"pluviometro";"mm";747807.0;43.4207434099839;11.3459343370811;1689936.29;4810228.23;524.0;2.0
"TOS03002640";0;"Vagliagli";"Castelnuovo Berardenga";"SI";"";"pluviometro";"mm";747827.0;43.4207434099839;11.3459343370811;1689936.29;4810228.23;524.0;2.0
"TOS11000503";0;"Vaiano acquedotto";"Vaiano";"PO";"";"pluviometro";"mm";753607.0;43.964830797139;11.1472010009494;1672283.01;4870223.74;322.0;""
"TOS01001961";0;"Valle Benedetta";"Livorno";"LI";"";"pluviometro";"mm";742557.0;43.5212038106386;10.4038358056851;1613482.94;4819669.27;300.0;2.0
"TOS02000108";0;"Vallelunga";"Camaiore";"LU";"";"pluviometro";"mm";731707.0;43.9690187945975;10.3361437042074;1607210.13;4869315.38;671.0;2.0
"TOS02000108";0;"Vallelunga";"Camaiore";"LU";"";"pluviometro";"mm";731727.0;43.9690187945975;10.3361437042074;1607210.13;4869315.38;671.0;2.0
"TOS01000901";0;"Vallombrosa";"Reggello";"FI";"";"pluviometro";"mm";740257.0;43.7313674985662;11.5568205714226;1705946.48;4845230.11;980.0;2.3
"TOS01000901";0;"Vallombrosa";"Reggello";"FI";"";"pluviometro";"mm";740277.0;43.7313674985662;11.5568205714226;1705946.48;4845230.11;980.0;""
