"IDStazione";"StazioneExtra";"Nome";"Comune";"Provincia";"Fiume";"Strumento";"Unita' Misura";"IDSensoreRete";"LAT [°]";"LON [°]";"GB E [m]";"GB N [m]";"Quota";"QuotaTerra"
"TOS02000281";0;"Fornovolasco";"Fabbriche di Vergemoli";"LU";"";"pluviometro";"mm";731107.0;44.0289574729346;10.3605473041534;1609057.87;4876004.7;493.0;2.0
"TOS02004055";0;"Forte dei Marmi";"Forte dei Marmi";"LU";"Mare";"termometro";"°C";731601.0;43.955711430978;10.1635793505294;1593388.45;4867627.68;0.0;2.0
"TOS03001965";0;"Gabbro";"Livorno";"LI";"";"pluviometro";"mm";759277.0;43.499925;10.412628;1614233.63;4817318.07;245.0;3.0
"TOS11000087";0;"Gaiole in Chianti";"Gaiole in Chianti";"SI";"";"pluviometro";"mm";750657.0;43.45651191;11.4215096007;1695938.9;4814375.82;360.0;""
"TOS11000087";0;"Gaiole in Chianti";"Gaiole in Chianti";"SI";"";"pluviometro";"mm";750677.0;43.45651191;11.4215096007;1695938.9;4814375.82;360.0;""
"TOS02000078";0;"Gallena";"Stazzema";"LU";"";"pluviometro";"mm";732557.0;43.992061139752;10.2517923338158;1600404.91;4871768.55;345.0;2.0
"TOS02000299";0;"Gallicano";"Gallicano";"LU";"";"pluviometro";"mm";732307.0;44.0641249412745;10.4429818737325;1615595.43;4880023.1;179.0;2.0
"TOS01004779";0;"Gamberame";"Vaiano";"PO";"Bisenzio";"pluviometro";"mm";737757.0;43.9229061076913;11.1270249937498;1670784.43;4865525.24;107.0;""
"TOS01004779";0;"Gamberame";"Vaiano";"PO";"Bisenzio";"pluviometro";"mm";737777.0;43.9229061076913;11.1270249937498;1670784.43;4865525.24;107.0;""
"TOS01001161";0;"Gavigno";"Cantagallo";"PO";"";"pluviometro";"mm";737307.0;44.069653;11.092528;1667601.35;4881753.71;752.0;2.0
"TOS01005262";0;"Gello";"Pontedera";"PI";"Scolmatore";"pluviometro";"mm";735457.0;43.6516183971652;10.5879664421081;1628087.09;4834420.96;5.0;2.0
"TOS01005262";0;"Gello";"Pontedera";"PI";"Scolmatore";"pluviometro";"mm";735477.0;43.6516183971652;10.5879664421081;1628087.09;4834420.96;5.0;""
"TOS01002071";0;"Gerfalco";"Montieri";"GR";"";"pluviometro";"mm";744157.0;43.1426751063413;10.9738612174988;1660545.43;4778565.72;740.0;""
"TOS03003269";0;"Giglio Castello";"Isola del Giglio";"GR";"";"pluviometro";"mm";748007.0;42.3584804934756;10.9068167209625;1657061.21;4691355.88;470.0;""
"TOS03003269";0;"Giglio Castello";"Isola del Giglio";"GR";"";"pluviometro";"mm";748027.0;42.3584804934756;10.9068167209625;1657061.21;4691355.88;470.0;""
"TOS03006000";0;"Giglio Porto";"Isola del Giglio";"GR";" ";"termometro";"°C";748051.0;42.3614573894695;10.9210646152497;1658227.13;4691712.86;0.0;""
"TOS11000108";0;"Giogo";"Firenzuola";"FI";"";"pluviometro";"mm";738657.0;44.0473808581;11.3893321738;1691441.9;4879926.82;880.0;2.0
"TOS02000494";0;"Gombitelli";"Camaiore";"LU";"";"pluviometro";"mm";730107.0;43.920079192081296;10.37013019107928;1610026.63;4863924.47;475.0;2.0
"TOS11000107";0;"Gorgona";"Livorno";"LI";"";"pluviometro";"mm";754007.0;43.428063529;9.89468264991;1572445.9;4808756.82;230.0;2.0
"TOS03002941";0;"Granaione";"Campagnatico";"GR";"";"pluviometro";"mm";746107.0;42.80436921707457;11.303230869603167;1688360.91;4741679.39;148.0;2.0
"TOS11000073";0;"Greve in Chianti";"Greve in Chianti";"FI";"";"pluviometro";"mm";753507.0;43.6118315545;11.3042144074;1685970.9;4831356.82;254.0;""
"TOS09001130";0;"Iera";"Bagnone";"MS";"";"pluviometro";"mm";731857.0;44.3332880923432;10.0336074829102;1582433.28;4909426.77;538.0;2.0
"TOS01000891";0;"Il Palagio";"Figline e Incisa Valdarno";"FI";"";"pluviometro";"mm";738257.0;43.6126610750638;11.4272169644294;1695894.31;4831731.81;315.0;2.0
"TOS01004591";0;"Incisa Valle";"Figline e Incisa Valdarno";"FI";"Arno";"pluviometro";"mm";739157.0;43.6898494762687;11.4561913192593;1697978.63;4840373.59;108.42;2.0
"TOS01004591";0;"Incisa Valle";"Figline e Incisa Valdarno";"FI";"Arno";"pluviometro";"mm";739177.0;43.6898494762687;11.4561913192593;1697978.63;4840373.59;108.42;2.0
"TOS01001269";0;"La Ferruccia";"Agliana";"PT";"";"pluviometro";"mm";734907.0;43.884551145525;11.0038483142853;1660999.18;4861017.82;40.0;2.0
"TOS01001679";0;"La Madonnina";"Volterra";"PI";"";"pluviometro";"mm";742907.0;43.4418540444294;10.9528762255022;1658062.01;4811751.92;607.0;2.0
"TOS01000639";0;"La Verna";"Chiusi della Verna";"AR";"";"pluviometro";"mm";739207.0;43.7069110061756;11.931334733963;1736205.67;4843513.15;1125.0;2.5
"TOS01000639";0;"La Verna";"Chiusi della Verna";"AR";"";"pluviometro";"mm";739227.0;43.7069110061756;11.931334733963;1736205.67;4843513.15;1125.0;2.0
"TOS01002351";0;"Lago";"Monterotondo Marittimo";"GR";"";"pluviometro";"mm";743007.0;43.1549917412613;10.8072316646576;1646965.19;4779627.68;315.0;""
"TOS11000023";0;"Lamole";"Greve in Chianti";"FI";"";"pluviometro";"mm";748807.0;43.5420871979;11.3554838835;1690327.9;4823726.82;536.0;""
"TOS01000926";0;"Le Croci (Barberino)";"Barberino di Mugello";"FI";"";"pluviometro";"mm";739957.0;44.0070304832858;11.271253824234;1682105.88;4875177.41;388.0;2.0
"TOS01001189";0;"Le Croci di Calenzano";"Calenzano";"FI";"";"pluviometro";"mm";737407.0;43.9447551647058;11.213740455910967;1677680.87;4868135.03;421.0;2.0
"TOS01001189";0;"Le Croci di Calenzano";"Calenzano";"FI";"";"pluviometro";"mm";737427.0;43.9447551647058;11.213740455910967;1677680.87;4868135.03;421.0;2.0
"TOS11000507";0;"Legoli";"Peccioli";"PI";"";"pluviometro";"mm";752557.0;43.5652310624976;10.800635222548;1645445.47;4825176.71;180.0;""
"TOS01002161";0;"Libbiano";"Pomarance";"PI";"";"pluviometro";"mm";742657.0;43.2812903805194;10.8071941137314;1646659.09;4793653.85;440.0;2.0
"TOS01002161";0;"Libbiano";"Pomarance";"PI";"";"pluviometro";"mm";742677.0;43.2812903805194;10.8071941137314;1646659.09;4793653.85;440.0;2.0
"TOS09000021";0;"Licciana Nardi";"Licciana Nardi";"MS";"Torrente Taverone";"pluviometro";"mm";732157.0;44.24239;10.00331;1580141.3;4899300.36;121.0;""
"TOS09000021";0;"Licciana Nardi";"Licciana Nardi";"MS";"Torrente Taverone";"pluviometro";"mm";732177.0;44.24239;10.00331;1580141.3;4899300.36;121.0;""
"TOS11000011";0;"Lido di Camaiore";"Camaiore";"LU";"";"pluviometro";"mm";752357.0;43.8976759243093;10.2429431676865;1599853.18;4861274.67;1.0;""
"TOS11000011";0;"Lido di Camaiore";"Camaiore";"LU";"";"pluviometro";"mm";752377.0;43.8976759243093;10.2429431676865;1599853.18;4861274.67;1.0;""
"TOS01005981";0;"Livorno Mareografo";"Livorno";"LI";"Mare";"pluviometro";"mm";742857.0;43.5462560435205;10.2996316552162;1605017.98;4822314.73;0.0;2.0
"TOS01005981";0;"Livorno Mareografo";"Livorno";"LI";"Mare";"pluviometro";"mm";742877.0;43.5462560435205;10.2996316552162;1605017.98;4822314.73;0.0;2.0
"TOS02000512";0;"Lucca (Orto Botanico)";"Lucca";"LU";"";"pluviometro";"mm";730157.0;43.8418642805664;10.5108603008157;1621483.64;4855434.45;16.0;2.0
"TOS02000512";0;"Lucca (Orto Botanico)";"Lucca";"LU";"";"pluviometro";"mm";730177.0;43.8418642805664;10.5108603008157;1621483.64;4855434.45;16.0;2.0
"TOS03002643";0;"Madonna a Brolio";"Castelnuovo Berardenga";"SI";"";"pluviometro";"mm";744457.0;43.414466971991146;11.455716543187442;1698844.15;4809787.27;440.0;2.0
"TOS03003079";0;"Manciano";"Manciano";"GR";"";"pluviometro";"mm";746807.0;42.6003629471691;11.5184978174778;1706639.55;4719527.82;447.0;2.0
"TOS03003079";0;"Manciano";"Manciano";"GR";"";"pluviometro";"mm";746827.0;42.6003629471691;11.5184978174778;1706639.55;4719527.82;447.0;2.0
"TOS01000921";0;"Mangona";"Barberino di Mugello";"FI";"";"pluviometro";"mm";738307.0;44.0500613757517;11.195636134639;1675916.49;4879792.65;540.0;2.0
"TOS01000921";0;"Mangona";"Barberino di Mugello";"FI";"";"pluviometro";"mm";738327.0;44.0500613757517;11.195636134639;1675916.49;4879792.65;540.0;""
"TOS03005895";0;"Marsiliana";"Manciano";"GR";"Albegna";"pluviometro";"mm";747007.0;42.5441020026598;11.3364263535481;1691874.69;4712851.54;16.0;""
"TOS03005895";0;"Marsiliana";"Manciano";"GR";"Albegna";"pluviometro";"mm";747027.0;42.5441020026598;11.3364263535481;1691874.69;4712851.54;16.0;""
"TOS11000050";0;"Massa Marittima Filetto";"Massa Marittima";"GR";"";"pluviometro";"mm";750807.0;43.1216709398582;10.9222817074327;1656404.38;4776135.54;670.0;""
"TOS11000041";0;"Massa Marittima Valpiana";"Massa Marittima";"GR";"";"pluviometro";"mm";749207.0;43.0209489116733;10.8653926849365;1652025.22;4764845.38;188.0;""
"TOS09001200";0;"Mazzola";"Fivizzano";"MS";"";"pluviometro";"mm";732407.0;44.211118240910594;10.116875502775178;1589256.44;4895943.99;460.0;2.0
"TOS02000359";0;"Melo";"Abetone Cutigliano";"PT";"";"pluviometro";"mm";733507.0;44.1327169288093;10.7431685995379;1639475.67;4888106.72;1000.0;2.0
"TOS03001385";0;"Mensano";"Casole d'Elsa";"SI";"";"pluviometro";"mm";748257.0;43.291376;11.071148;1668048.11;4795271.08;365.0;""
"TOS03001385";0;"Mensano";"Casole d'Elsa";"SI";"";"pluviometro";"mm";748277.0;43.291376;11.071148;1668048.11;4795271.08;365.0;""
"TOS11000001";0;"Metato";"San Giuliano Terme";"PI";"";"pluviometro";"mm";753157.0;43.7709434831;10.3837831983;1611399.9;4847378.82;3.0;""
"TOS01002011";0;"Miemo";"Montecatini Val di Cecina";"PI";"";"pluviometro";"mm";735507.0;43.4101858936558;10.6707018613815;1635297.81;4807738.2;420.0;""
"TOS09001210";0;"Minucciano";"Minucciano";"LU";"";"pluviometro";"mm";733107.0;44.1709714258708;10.208150145037;1596613.9;4891587.97;666.0;2.0
"TOS01005115";0;"Molino d'Era";"Volterra";"PI";"Era";"pluviometro";"mm";735557.0;43.4556345871119;10.8301267598961;1648094.96;4813056.81;100.32;2.0
"TOS01005115";0;"Molino d'Era";"Volterra";"PI";"Era";"pluviometro";"mm";735577.0;43.4556345871119;10.8301267598961;1648094.96;4813056.81;100.32;2.0
"TOS03002613";0;"Monastero d'Ombrone";"Castelnuovo Berardenga";"SI";"";"pluviometro";"mm";745107.0;43.32916370229969;11.555516680393382;1707214.62;4800556.33;222.0;2.0
"TOS01001253";0;"Montagnana";"Marliana";"PT";"";"pluviometro";"mm";736607.0;43.9536664228749;10.823038778764;1646305.05;4868357.97;385.0;2.0
"TOS03002733";0;"Montalcinello";"Chiusdino";"SI";"";"pluviometro";"mm";743957.0;43.2031113092876;11.0766198253483;1668735.54;4785479.63;380.0;2.0
"TOS03002701";0;"Montalcino";"Montalcino";"SI";"";"pluviometro";"mm";744857.0;43.0501719534553;11.4906146991613;1702875.0;4769412.74;594.0;2.0
"TOS03002801";0;"Monte Antico";"Civitella Paganico";"GR";"";"pluviometro";"mm";745857.0;42.9838245846323;11.3646994811145;1692827.15;4761747.71;82.0;2.0
"TOS02000171";0;"Monte Castellino";"Sillano Giuncugnano";"LU";"";"pluviometro";"mm";734457.0;44.2350854332137;10.3327015357842;1606455.54;4898863.15;858.0;2.0
"TOS03000757";0;"Monte Ginezzo";"Cortona";"AR";"";"pluviometro";"mm";770457.0;43.27481;12.08775;1750590.26;4795979.02;921.0;""
"TOS03001001";0;"Monte Giovi";"Vicchio";"FI";"";"pluviometro";"mm";740757.0;43.8768600010325;11.447530006785872;1696666.27;4861123.83;960.0;2.0
"TOS03001001";0;"Monte Giovi";"Vicchio";"FI";"";"pluviometro";"mm";740777.0;43.8768600010325;11.447530006785872;1696666.27;4861123.83;960.0;2.0
"TOS03002621";0;"Monte Oliveto";"Asciano";"SI";"";"pluviometro";"mm";747757.0;43.1754827725307;11.5454715119171;1706920.11;4783463.62;267.0;""
"TOS03002621";0;"Monte Oliveto";"Asciano";"SI";"";"pluviometro";"mm";747777.0;43.1754827725307;11.5454715119171;1706920.11;4783463.62;267.0;""
"TOS02000421";0;"Monte Oppio";"San Marcello Piteglio";"PT";"";"pluviometro";"mm";734807.0;44.0418164963272;10.8327348428269;1646865.42;4878166.02;810.0;2.0
"TOS11000511";0;"Monte Perone";"Campo nell'Elba";"LI";"";"pluviometro";"mm";751107.0;42.7747916839584;10.1910818982751;1597467.39;4736509.96;713.0;2.0
"TOS11000512";0;"Monte Pisano Nord";"Capannori";"LU";"";"pluviometro";"mm";752607.0;43.7940132459;10.5223852452;1622507.9;4850136.82;216.0;2.0
"TOS02000275";0;"Monte Romecchio";"Barga";"LU";"";"pluviometro";"mm";731057.0;44.1635243317324;10.5207910328543;1621623.03;4891175.63;1591.0;2.0
"TOS01000741";0;"Monte S. Savino";"Monte San Savino";"AR";"";"pluviometro";"mm";739257.0;43.3391273733117;11.7423462867737;1722325.84;4802143.81;275.0;2.0
"TOS11000020";0;"Monte Serra";"Calci";"PI";"";"pluviometro";"mm";753207.0;43.7470720785504;10.5544602870941;1625186.28;4844971.26;890.0;""
"TOS01000916";0;"Monte di Fò";"Barberino di Mugello";"FI";"";"pluviometro";"mm";737457.0;44.0796316157846;11.2808454036713;1682651.52;4883262.58;820.0;2.0
"TOS01000916";0;"Monte di Fò";"Barberino di Mugello";"FI";"";"pluviometro";"mm";737477.0;44.0796316157846;11.2808454036713;1682651.52;4883262.58;820.0;""
"TOS11000504";0;"Monteboro";"Empoli";"FI";"";"pluviometro";"mm";753657.0;43.6926;10.923;1654999.87;4839544.16;90.0;""
"TOS11000031";0;"Montecarlo";"Montecarlo";"LU";"";"pluviometro";"mm";753257.0;43.8428569234;10.653959528;1632984.9;4855764.82;72.19;""
"TOS01001601";0;"Montecatini Terme";"Montecatini Terme";"PT";"";"pluviometro";"mm";736107.0;43.8933181134016;10.7720337630372;1642356.36;4861566.04;95.0;2.0
"TOS01001601";0;"Montecatini Terme";"Montecatini Terme";"PT";"";"pluviometro";"mm";736127.0;43.8933181134016;10.7720337630372;1642356.36;4861566.04;95.0;2.0
"TOS01002131";0;"Montecatini V. Cecina";"Montecatini Val di Cecina";"PI";"";"pluviometro";"mm";742607.0;43.3869806906716;10.7429659366607;1641202.63;4805280.87;379.0;""
"TOS03000653";0;"Montecchio";"Subbiano";"AR";"";"pluviometro";"mm";740807.0;43.58028198634618;11.903428381564142;1734449.5;4829369.57;585.0;2.0
"TOS03000653";0;"Montecchio";"Subbiano";"AR";"";"pluviometro";"mm";740827.0;43.58028198634618;11.903428381564142;1734449.5;4829369.57;585.0;2.0
"TOS03003267";0;"Montecristo";"Portoferraio";"LI";"";"pluviometro";"mm";748107.0;42.3325;10.2911;1606398.14;4687517.36;85.0;""
"TOS01000591";0;"Montemignaio";"Montemignaio";"AR";"";"pluviometro";"mm";739307.0;43.74023574502986;11.620675928145872;1711058.14;4846375.83;745.0;2.0
"TOS11000051";0;"Montenero";"Castel del Piano";"GR";"";"pluviometro";"mm";750407.0;42.950613764;11.4394608107;1699029.9;4758233.82;193.0;""
"TOS03000691";0;"Montepulciano ";"Montepulciano ";"SI";"";"pluviometro";"mm";748157.0;43.11273;11.793703;1727329.37;4777138.02;450.0;2.0
"TOS11000113";0;"Montepulciano Azienda";"Montepulciano";"SI";"";"pluviometro";"mm";749457.0;43.0850882534877;11.8444271163941;1731560.79;4774207.04;335.0;2.0
"TOS19000701";0;"Monterchi";"Monterchi";"AR";"";"pluviometro";"mm";739357.0;43.48950000103024;12.105000006509677;1751101.69;4819875.5;309.0;""
"TOS11000082";0;"Monteroni Arbia Biena";"Monteroni d'Arbia";"SI";"";"pluviometro";"mm";749307.0;43.2430144300338;11.4168870449066;1696251.9;4790653.72;165.0;""
"TOS01002371";0;"Monterotondo";"Monterotondo Marittimo";"GR";"";"pluviometro";"mm";742807.0;43.1459592942661;10.8627827588074;1651504.14;4778723.56;595.0;2.0
"TOS01002371";0;"Monterotondo";"Monterotondo Marittimo";"GR";"";"pluviometro";"mm";742827.0;43.1459592942661;10.8627827588074;1651504.14;4778723.56;595.0;2.0
"TOS01004915";0;"Montespertoli";"Montespertoli";"FI";"Virginio";"pluviometro";"mm";738357.0;43.6500029452316;11.0923585123197;1668767.69;4835143.63;117.0;2.0
"TOS01004915";0;"Montespertoli";"Montespertoli";"FI";"Virginio";"pluviometro";"mm";738377.0;43.6500029452316;11.0923585123197;1668767.69;4835143.63;117.0;""
"TOS01004571";0;"Montevarchi";"Montevarchi";"AR";"Arno";"pluviometro";"mm";744307.0;43.5412115000281;11.5662079934808;1707355.74;4824133.6;133.8;2.0
"TOS01004571";0;"Montevarchi";"Montevarchi";"AR";"Arno";"pluviometro";"mm";744327.0;43.5412115000281;11.5662079934808;1707355.74;4824133.6;133.8;""
"TOS03002869";0;"Monticchiello";"Pienza";"SI";"";"pluviometro";"mm";744907.0;43.06632967386295;11.724837986008968;1721893.67;4771800.31;495.0;2.0
"TOS03002742";0;"Monticiano La Pineta";"Monticiano";"SI";"";"pluviometro";"mm";747057.0;43.1343738659377;11.2420224628027;1682377.83;4778192.71;450.0;2.0
"TOS03002742";0;"Monticiano La Pineta";"Monticiano";"SI";"";"pluviometro";"mm";747077.0;43.1343738659377;11.2420224628027;1682377.83;4778192.71;450.0;2.0
"TOS03002888";0;"Montisi";"Montalcino";"SI";"";"pluviometro";"mm";744957.0;43.15473345898856;11.649745709371151;1715468.63;4781422.32;400.0;2.0
"TOS03002888";0;"Montisi";"Montalcino";"SI";"";"pluviometro";"mm";744977.0;43.15473345898856;11.649745709371151;1715468.63;4781422.32;400.0;2.0
"TOS11000046";0;"Montopoli";"Montopoli in Val d'Arno";"PI";"";"pluviometro";"mm";752457.0;43.6678371647;10.745719161;1640770.9;4836477.82;29.0;""
"TOS02004286";0;"Mutigliano";"Lucca";"LU";"Freddana";"pluviometro";"mm";730257.0;43.8817634490254;10.4841864109039;1619259.82;4859827.09;33.94;2.0
"TOS02004286";0;"Mutigliano";"Lucca";"LU";"Freddana";"pluviometro";"mm";730277.0;43.8817634490254;10.4841864109039;1619259.82;4859827.09;33.94;2.0
"TOS01004659";0;"Nave di Rosano";"Rignano sull'Arno";"FI";"Arno";"pluviometro";"mm";738407.0;43.771197477581;11.4228155853198;1695024.49;4849329.51;78.84;2.0
"TOS01004659";0;"Nave di Rosano";"Rignano sull'Arno";"FI";"Arno";"pluviometro";"mm";738427.0;43.771197477581;11.4228155853198;1695024.49;4849329.51;78.84;2.0
"TOS11000099";0;"Novegigola";"Tresana";"MS";"";"pluviometro";"mm";748607.0;44.221784365;9.89975645114;1571897.9;4896915.82;420.0;""
"TOS01000831";0;"Nusenna in Chianti";"Gaiole in Chianti";"SI";"";"pluviometro";"mm";744507.0;43.4503521825636;11.5312587094078;1704839.12;4813955.83;560.0;2.0
"TOS11000508";0;"Orbetello";"Orbetello";"GR";"";"pluviometro";"mm";751157.0;42.4344482420029;11.2026321887969;1681204.66;4700380.56;0.0;2.5
"TOS01001711";0;"Orciatico";"Lajatico";"PI";"";"pluviometro";"mm";742957.0;43.4344511392189;10.7247514846976;1639618.22;4810522.22;312.0;2.0
"TOS11000097";0;"Orecchiella";"San Romano in Garfagnana";"LU";"";"pluviometro";"mm";749707.0;44.2003550122664;10.3598713874817;1608689.12;4895041.11;1169.0;""
"TOS01001889";0;"Orentano";"Castelfranco di Sotto";"PI";"";"pluviometro";"mm";735757.0;43.774424813755616;10.65708205290674;1633388.12;4848169.36;22.0;2.0
"TOS01001889";0;"Orentano";"Castelfranco di Sotto";"PI";"";"pluviometro";"mm";735777.0;43.774424813755616;10.65708205290674;1633388.12;4848169.36;22.0;""
"TOS01000601";0;"Ortignano";"Ortignano Raggiolo";"AR";"";"pluviometro";"mm";739407.0;43.6819246850953;11.7515408992767;1721811.4;4840241.16;346.0;2.0
"TOS02000177";0;"Orto di Donna";"Minucciano";"LU";"";"pluviometro";"mm";734407.0;44.1346439393472;10.1973563432693;1595809.74;4887540.4;1070.0;2.0
"TOS02000177";0;"Orto di Donna";"Minucciano";"LU";"";"pluviometro";"mm";734427.0;44.1346439393472;10.1973563432693;1595809.74;4887540.4;1070.0;2.0
"TOS11000038";0;"Ottavo";"Arezzo";"AR";"";"pluviometro";"mm";749157.0;43.373489681467;11.8903901828969;1734194.65;4806365.4;313.0;""
"TOS03002921";0;"Paganico";"Civitella Paganico";"GR";"";"pluviometro";"mm";745957.0;42.939714;11.284461;1686418.12;4756667.99;70.0;2.0
"TOS03002921";0;"Paganico";"Civitella Paganico";"GR";"";"pluviometro";"mm";745977.0;42.939714;11.284461;1686418.12;4756667.99;70.0;2.0
"TOS02000329";0;"Palagnana";"Stazzema";"LU";"";"pluviometro";"mm";734257.0;43.9964324902299;10.3631383180619;1609325.23;4872395.6;861.0;2.0
"TOS19000703";0;"Palazzo del Pero";"Arezzo";"AR";"";"pluviometro";"mm";740457.0;43.420833333333;11.979166666667;1741199.23;4811876.84;410.0;""
"TOS19000703";1;"Palazzo del Pero1";"Arezzo";"AR";"";"pluviometro";"mm";740477.0;43.420833333333;11.979166666667;1741199.23;4811876.84;410.0;""
"TOS09001110";0;"Parana";"Mulazzo";"MS";"";"pluviometro";"mm";732357.0;44.2821730216604;9.863309906341138;1568916.2;4903592.13;695.0;2.0
"TOS03002789";0;"Pari";"Civitella Paganico";"GR";"";"pluviometro";"mm";745807.0;43.062319;11.322472;1689142.93;4770368.85;330.0;2.0
"TOS03001930";0;"Parrana S. Martino";"Collesalvetti";"LI";"";"pluviometro";"mm";770257.0;43.53723009583995;10.441685596714969;1616511.01;4821501.47;119.0;2.0
"TOS03001930";0;"Parrana S. Martino";"Collesalvetti";"LI";"";"pluviometro";"mm";770277.0;43.53723009583995;10.441685596714969;1616511.01;4821501.47;119.0;2.0
"TOS02000155";0;"Passo Pradarena";"Sillano Giuncugnano";"LU";"";"pluviometro";"mm";732457.0;44.2845177330532;10.3010544345833;1603841.26;4904313.25;1580.0;2.0
"TOS11000106";0;"Passo Radici";"Castiglione di Garfagnana";"LU";"";"pluviometro";"mm";753907.0;44.1970793848;10.4867001482;1618829.9;4894852.82;1637.0;""
"TOS09000024";0;"Passo del Brattello";"Pontremoli";"MS";"";"pluviometro";"mm";731907.0;44.4562415078004;9.82293605804443;1565500.42;4922893.74;955.0;2.0
"TOS09001160";0;"Passo del Cerreto";"Fivizzano";"MS";"";"pluviometro";"mm";733307.0;44.3042684497642;10.2167592321122;1597082.76;4906403.84;1250.0;2.0
"TOS09001160";0;"Passo del Cerreto";"Fivizzano";"MS";"";"pluviometro";"mm";733327.0;44.3042684497642;10.2167592321122;1597082.76;4906403.84;1250.0;2.0
"TOS09001053";0;"Passo della Cisa";"Pontremoli";"MS";"";"pluviometro";"mm";733257.0;44.46639;9.920361;1573238.61;4924103.59;1014.0;2.0
"TOS09001053";0;"Passo della Cisa";"Pontremoli";"MS";"";"pluviometro";"mm";733277.0;44.46639;9.920361;1573238.61;4924103.59;1014.0;2.0
"TOS09001061";0;"Patigno";"Zeri";"MS";"";"pluviometro";"mm";732857.0;44.3547092423;9.76447730327;1560954.9;4911570.82;744.0;2.0
"TOS09001061";0;"Patigno";"Zeri";"MS";"";"pluviometro";"mm";732877.0;44.3547092423;9.76447730327;1560954.9;4911570.82;744.0;2.0
"TOS03003200";0;"Patresi Mortigliano";"Marciana";"LI";"";"pluviometro";"mm";754557.0;42.7854685049193;10.1110965013504;1590908.43;4737606.29;110.0;""
"TOS03003200";0;"Patresi Mortigliano";"Marciana";"LI";"";"pluviometro";"mm";754577.0;42.7854685049193;10.1110965013504;1590908.43;4737606.29;110.0;2.0
"TOS11000089";0;"Pelago";"Pelago";"FI";"";"pluviometro";"mm";750107.0;43.7590397935;11.5024279812;1701472.9;4848169.82;325.0;""
"TOS11000080";0;"Pentolina";"Chiusdino";"SI";"";"pluviometro";"mm";751007.0;43.2085023992;11.1799021081;1677110.9;4786291.82;450.0;2.0
"TOS19000631";0;"Percorso Vita";"Forte dei Marmi";"LU";"";"termometro";"°C";760221.0;43.9581408984;10.1839985303;1595022.9;4867920.82;1.97;""
"TOS03001580";0;"Pescia";"Pescia";"PT";"";"pluviometro";"mm";754657.0;43.896534212895;10.6950237255296;1636163.66;4861793.45;78.0;""
"TOS03001580";0;"Pescia";"Pescia";"PT";"";"pluviometro";"mm";754677.0;43.896534212895;10.6950237255296;1636163.66;4861793.45;78.0;2.0
"TOS02004284";0;"Piaggione";"Lucca";"LU";"Serchio";"pluviometro";"mm";731207.0;43.9293529009473;10.5142754316329;1621580.1;4865156.58;72.0;2.0
"TOS02004284";0;"Piaggione";"Lucca";"LU";"Serchio";"pluviometro";"mm";731227.0;43.9293529009473;10.5142754316329;1621580.1;4865156.58;72.0;2.0
"TOS01000056";0;"Pian della Fioba";"Massa";"MS";"";"pluviometro";"mm";731557.0;44.0570217481634;10.2069398760796;1596702.76;4878930.06;860.0;""
"TOS01000881";0;"Pian di Scò";"Castelfranco Piandiscò";"AR";"";"pluviometro";"mm";739457.0;43.6499648868522;11.5551495552063;1706090.6;4836184.82;395.0;2.0
"TOS11000060";0;"Piancastagnaio";"Piancastagnaio";"SI";"";"pluviometro";"mm";750857.0;42.8181362937578;11.7325441459392;1723417.4;4744257.26;341.0;""
"TOS11000034";0;"Piazza al Serchio";"Piazza al Serchio";"LU";"";"pluviometro";"mm";748507.0;44.1923123458;10.2916366026;1603250.9;4894059.82;660.0;""
"TOS09000022";0;"Pietra Piccata";"Pontremoli";"MS";"";"pluviometro";"mm";731957.0;44.339638145103;9.82324719429016;1565655.39;4909942.17;955.0;2.0
"TOS09000022";0;"Pietra Piccata";"Pontremoli";"MS";"";"pluviometro";"mm";731977.0;44.339638145103;9.82324719429016;1565655.39;4909942.17;955.0;2.0
"TOS03000091";0;"Pietrasanta";"Pietrasanta";"LU";"";"pluviometro";"mm";740957.0;43.93664833;10.22804528;1598592.33;4865585.33;1.0;""
"TOS03000091";0;"Pietrasanta";"Pietrasanta";"LU";"";"pluviometro";"mm";740977.0;43.93664833;10.22804528;1598592.33;4865585.33;1.0;""
"TOS11000040";0;"Pieve S. Stefano";"Pieve Santo Stefano";"AR";"";"pluviometro";"mm";749957.0;43.6739526486025;12.1019487858501;1750089.57;4840353.06;750.0;""
"TOS19000702";0;"Pieve S. Stefano";"Pieve Santo Stefano";"AR";"Tevere";"pluviometro";"mm";739507.0;43.6690285798809;12.0427980634906;1745341.07;4839629.4;434.0;""
"TOS19000702";0;"Pieve S. Stefano";"Pieve Santo Stefano";"AR";"Tevere";"pluviometro";"mm";739527.0;43.6690285798809;12.0427980634906;1745341.07;4839629.4;434.0;""
"TOS11000033";0;"Pieve di Compito";"Capannori";"LU";"";"pluviometro";"mm";753307.0;43.7800182426;10.5894082801;1627929.9;4848683.82;38.0;""
"TOS01000544";0;"Pisa (Fac. Agraria)";"Pisa";"PI";"";"pluviometro";"mm";735607.0;43.7111716434473;10.4120041429996;1613784.34;4840778.65;6.0;2.0
"TOS01000544";0;"Pisa (Fac. Agraria)";"Pisa";"PI";"";"pluviometro";"mm";735627.0;43.7111716434473;10.4120041429996;1613784.34;4840778.65;6.0;""
