index,Nome,Unita' Misura,LAT [°],LON [°],GB E [m],GB N [m],Quota,06/12/2025,07/12/2025,08/12/2025,09/12/2025,10/12/2025,11/12/2025,12/12/2025,13/12/2025,14/12/2025,15/12/2025,16/12/2025,17/12/2025,18/12/2025,19/12/2025,20/12/2025,21/12/2025,22/12/2025,23/12/2025,24/12/2025,25/12/2025,26/12/2025,27/12/2025,28/12/2025,29/12/2025,30/12/2025,31/12/2025,01/01/2026,02/01/2026,03/01/2026,04/01/2026
TOS03002621,Monte Oliveto,mm,43.1754827725307,11.5454715119171,1706920.11,4783463.62,267.0,0.2,0.4,0.2,0.2,0.0,0.4,0.0,0.2,0.2,0.0,18.0,3.6,1.8,0.0,0.2,0.0,0.2,3.0,1.8,4.8,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.2,0.0,0.0
TOS02000421,Monte Oppio,mm,44.0418164963272,10.8327348428269,1646865.42,4878166.02,810.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.2,55.4,6.2,9.4,19.0,0.0,0.2,0.0,28.4,11.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,17.0,0.0,0.0
TOS11000511,Monte Perone,mm,42.7747916839584,10.1910818982751,1597467.39,4736509.96,713.0,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,1.8,111.8,24.2,8.0,48.8,0.0,0.2,19.8,24.6,18.0,15.2,0.2,6.8,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0
TOS11000512,Monte Pisano Nord,mm,43.7940132459,10.5223852452,1622507.9,4850136.82,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,64.6,13.2,5.6,8.8,0.2,0.0,0.2,14.6,15.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,5.8,3.2,0.0,0.0
TOS02000275,Monte Romecchio,mm,44.1635243317324,10.5207910328543,1621623.03,4891175.63,1591.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.6,37.8,7.4,5.4,3.4,0.2,0.2,4.2,20.4,2.8,0.0,0.0,6.8,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOS01000741,Monte S.Savino,mm,43.3391273733117,11.7423462867737,1722325.84,4802143.81,275.0,0.2,0.0,0.2,0.2,0.2,0.4,0.4,0.2,0.4,0.2,14.8,3.2,1.2,1.8,0.0,0.2,0.2,1.0,15.2,6.0,0.0,0.2,0.0,0.0,0.0,0.0,11.0,0.6,0.2,0.0
TOS11000020,Monte Serra,mm,43.7470720785504,10.5544602870941,1625186.28,4844971.26,890.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,69.8,27.0,2.8,9.0,0.0,0.0,1.0,17.4,17.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.6,12.6,0.0,0.0
TOS11000504,Monteboro,mm,43.6926,10.923,1654999.87,4839544.16,90.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.0,12.6,8.4,2.0,0.8,0.0,0.0,0.0,5.2,18.8,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.2,14.4,0.0,0.0
TOS11000031,Montecarlo,mm,43.8428569234,10.653959528,1632984.9,4855764.82,72.19,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,36.6,7.8,1.8,10.4,0.0,0.2,0.0,9.4,12.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,3.4,3.6,0.0,0.0
TOS01001601,Montecatini Terme,mm,43.8933181134016,10.7720337630372,1642356.36,4861566.04,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,32.6,6.0,3.0,10.6,0.0,0.0,0.0,11.8,11.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.6,8.2,0.0,0.0
TOS01002131,Montecatini V. Cecina,mm,43.3869806906716,10.7429659366607,1641202.63,4805280.87,379.0,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,10.2,10.4,1.8,2.4,0.2,0.0,1.6,9.6,10.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.2,0.0
TOS03000653,Montecchio,mm,43.5802819853131,11.9034283749771,1734449.5,4829369.57,585.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.0,0.0,0.0,11.0,4.0,5.2,4.0,0.2,0.0,0.2,1.4,18.2,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,7.4,0.0,0.0
TOS03003267,Montecristo,mm,42.3325,10.2911,1606398.14,4687517.36,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.6,0.2,13.6,0.0,0.0,0.0,0.0,0.0,0.6,5.6,0.0,0.0,0.0,0.0,10.4,2.2,0.0,0.0,0.0,0.0
TOS11000051,Montenero,mm,42.950613764,11.4394608107,1699029.9,4758233.82,193.0,0.2,0.0,0.2,0.2,0.2,0.4,0.0,0.2,0.2,0.0,8.2,3.4,2.4,1.4,0.0,0.2,0.4,7.0,5.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,20.2,0.6,0.0,0.0
TOS03000691,Montepulciano ,mm,43.11273,11.793703,1727329.37,4777138.02,450.0,0.2,1.0,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,5.0,5.4,0.8,0.2,0.2,0.2,0.2,0.4,6.6,6.2,0.2,0.4,0.2,0.0,0.0,0.2,10.0,1.2,0.0,0.0
TOS11000113,Montepulciano Azienda,mm,43.0850882534877,11.8444271163941,1731560.79,4774207.04,335.0,0.2,0.6,0.2,0.4,0.4,0.6,0.4,0.2,0.6,0.0,5.0,4.4,0.2,0.2,0.2,0.0,0.0,0.2,6.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.8,0.0,0.0
TOS19000701,Monterchi,mm,43.4895,12.105,1751101.69,4819875.5,309.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.0,0.0,0.0,5.0,2.4,0.6,0.2,0.0,0.2,0.2,0.4,24.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.8,0.0,0.0
TOS11000082,Monteroni Arbia Biena,mm,43.2430144300338,11.4168870449066,1696251.9,4790653.72,165.0,0.2,0.4,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2,11.4,3.4,3.4,0.4,0.2,0.2,0.6,6.2,5.6,6.2,0.0,0.2,0.2,0.2,0.0,0.2,8.0,0.2,0.2,0.0
TOS01002371,Monterotondo,mm,43.1459592942661,10.8627827588074,1651504.14,4778723.56,595.0,1.0,0.2,0.0,0.2,0.0,0.4,0.4,0.0,0.0,0.0,14.0,5.8,6.8,3.0,0.0,0.0,0.2,13.4,3.4,4.0,0.0,0.0,0.0,0.0,0.6,0.0,1.2,0.6,0.0,0.0
TOS01004915,Montespertoli,mm,43.6500029452316,11.0923585123197,1668767.69,4835143.63,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.8,0.4,1.8,0.2,0.0,0.0,4.4,10.8,2.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,4.6,0.2,0.0
TOS01004571,Montevarchi,mm,43.5412115000281,11.5662079934808,1707355.74,4824133.6,133.8,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.4,0.0,11.4,5.2,2.4,1.0,0.4,0.2,0.2,4.4,11.0,6.8,0.4,0.2,0.0,0.2,0.0,0.0,0.2,1.0,0.4,0.0
TOS03002869,Monticchiello,mm,43.0663296727766,11.7248379794182,1721893.67,4771800.31,495.0,0.2,0.2,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,4.4,7.4,0.8,0.0,0.0,0.0,0.0,0.4,6.6,5.4,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.8,0.0,0.0
TOS03002742,Monticiano La Pineta,mm,43.1343738659377,11.2420224628027,1682377.83,4778192.71,450.0,0.4,0.2,0.2,0.4,0.0,0.4,0.2,0.2,0.2,0.2,18.8,6.0,4.6,1.6,0.2,0.0,0.8,16.0,7.8,10.0,0.0,0.0,0.0,0.0,0.2,0.0,11.4,0.2,0.2,0.0
TOS03002888,Montisi,mm,43.1547334579056,11.6497457027435,1715468.63,4781422.32,400.0,0.0,0.8,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,11.2,5.0,0.0,0.0,0.2,0.0,0.0,0.0,3.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,7.8,5.2,0.0,0.0
TOS11000046,Montopoli,mm,43.6678371647,10.745719161,1640770.9,4836477.82,29.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.0,23.0,11.0,2.6,2.8,0.0,0.0,0.2,6.4,20.4,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.8,14.2,0.0,0.0
TOS02004286,Mutigliano,mm,43.8817634490254,10.4841864109039,1619259.82,4859827.09,33.94,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.8,27.6,10.8,14.4,8.4,0.0,0.2,0.4,8.4,8.4,0.8,0.0,0.0,0.2,0.2,0.0,0.2,6.0,2.0,0.0,0.0
TOS01004659,Nave di Rosano,mm,43.771197477581,11.4228155853198,1695024.49,4849329.51,78.84,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.2,0.4,4.2,0.2,0.0,0.0,1.4,14.4,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,7.6,0.0,0.0
TOS11000099,Novegigola,mm,44.221784365,9.89975645114,1571897.9,4896915.82,420.0,0.0,0.0,0.2,0.2,0.0,0.4,0.4,0.0,0.2,2.0,67.2,10.4,0.2,6.8,0.4,0.0,2.4,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOS01000831,Nusenna in Chianti,mm,43.4502395940992,11.5311169624329,1704828.03,4813942.98,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.6,2.2,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
TOS11000508,Orbetello,mm,42.4344482420029,11.2026321887969,1681204.66,4700380.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOS01001711,Orciatico,mm,43.4344511392189,10.7247514846976,1639618.22,4810522.22,312.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,11.0,1.6,1.2,0.0,0.0,1.8,7.4,8.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0
TOS11000097,Orecchiella,mm,44.2003550122664,10.3598713874817,1608689.12,4895041.11,1169.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.6,36.8,9.0,3.4,2.8,0.2,0.0,0.6,15.6,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,9.6,0.0,0.0
TOS01001889,Orentano,mm,43.7744248126679,10.6570820458268,1633388.12,4848169.36,22.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,33.8,11.6,5.0,6.8,0.0,0.2,0.4,8.8,12.0,0.6,0.0,0.0,0.2,0.2,0.0,0.0,2.6,10.4,0.0,0.0
TOS01000601,Ortignano,mm,43.6819246850953,11.7515408992767,1721811.4,4840241.16,346.0,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.0,13.0,4.2,1.2,3.8,0.2,0.2,0.2,1.8,14.0,9.4,0.2,0.0,0.2,0.2,0.2,0.0,0.4,3.4,0.0,0.0
TOS02000177,Orto di Donna,mm,44.1346439393472,10.1973563432693,1595809.74,4887540.4,1070.0,0.2,0.0,0.0,0.0,0.2,0.8,0.2,0.0,0.0,4.0,35.0,17.8,1.2,5.0,0.2,0.2,2.0,15.2,4.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,20.6,25.4,0.0,0.0
TOS11000038,Ottavo,mm,43.373489681467,11.8903901828969,1734194.65,4806365.4,313.0,0.4,0.0,0.0,0.4,0.2,0.4,0.4,0.2,0.4,0.2,6.4,2.6,0.2,1.0,0.2,0.0,0.2,0.8,13.0,5.4,0.0,0.0,0.2,0.0,0.0,0.0,9.2,0.4,0.0,0.0
TOS03002921,Paganico,mm,42.939816335948,11.2846511548028,1686433.33,4756679.77,70.0,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0,41.0,2.8,5.2,3.0,0.2,0.2,0.4,14.2,4.6,6.8,0.0,0.0,0.0,0.2,0.0,0.2,21.8,0.2,0.2,0.0
TOS02000329,Palagnana,mm,43.9964324902299,10.3631383180619,1609325.23,4872395.6,861.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.8,88.4,25.8,6.2,15.6,0.2,0.0,1.8,26.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
TOS19000703,Palazzo del Pero,mm,43.420833333333,11.979166666667,1741199.23,4811876.84,410.0,0.2,0.0,0.0,0.0,0.2,0.4,0.2,0.2,0.0,0.0,4.0,3.6,0.2,0.2,0.0,0.2,0.0,0.6,17.0,2.8,0.0,0.0,0.2,0.0,0.0,0.0,7.0,2.4,0.0,0.0
TOS09001110,Parana,mm,44.2821730205654,9.86330989888223,1568916.2,4903592.13,695.0,0.2,0.2,0.0,0.4,0.0,1.4,0.2,0.0,0.2,2.4,78.6,16.2,0.2,7.6,2.4,0.0,3.8,15.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,11.6,0.0,0.0
TOS03002789,Pari,mm,43.0625198089825,11.3225373841736,1689147.63,4770391.3,330.0,0.2,0.0,0.2,0.4,0.0,0.6,0.2,0.2,0.2,0.0,25.4,3.8,29.8,1.6,0.2,0.0,0.4,19.6,7.4,12.4,0.0,0.0,0.0,0.0,0.4,0.4,23.0,0.0,0.2,0.0
TOS09000024,Passo del Brattello,mm,44.4562415078004,9.82293605804443,1565500.42,4922893.74,955.0,0.2,0.2,0.0,0.0,0.0,2.0,0.4,0.2,0.0,0.4,52.2,17.0,0.4,2.6,1.4,0.2,2.4,9.2,7.0,0.0,2.6,0.2,0.6,0.0,0.0,0.0,5.8,13.0,0.2,0.0
TOS09001160,Passo del Cerreto,mm,44.3042684486943,10.2167592247924,1597082.76,4906403.84,1250.0,0.2,0.0,0.0,0.0,0.0,3.4,0.2,0.0,0.0,1.0,35.8,8.8,0.0,2.6,0.4,0.6,3.0,16.4,20.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,10.2,25.0,0.2,0.0
TOS09001053,Passo della Cisa,mm,44.46639,9.920361,1573238.61,4924103.59,1014.0,0.2,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,21.8,11.2,0.0,2.6,1.0,0.0,1.0,3.4,9.2,0.0,6.2,2.2,1.2,0.0,0.0,0.0,7.8,8.8,0.0,0.0
TOS02000155,Passo Pradarena,mm,44.2845177330532,10.3010544345833,1603841.26,4904313.25,1580.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.6,21.2,6.4,0.0,1.0,0.0,0.0,0.0,5.0,14.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,7.8,8.4,0.0,0.0
TOS11000106,Passo Radici,mm,44.1970793848,10.4867001482,1618829.9,4894852.82,1637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,24.2,6.4,4.8,2.8,0.0,0.0,1.4,11.0,1.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOS09001061,Patigno,mm,44.3547092423,9.76447730327,1560954.9,4911570.82,744.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.4,62.0,13.8,0.2,3.4,1.8,0.0,3.4,13.6,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,9.4,13.6,0.0,0.0
TOS03003200,Patresi Mortigliano,mm,42.7854685049193,10.1110965013504,1590908.43,4737606.29,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,120.4,14.2,11.0,8.4,0.0,0.2,26.8,22.0,29.2,19.4,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0
TOS11000089,Pelago,mm,43.7590397935,11.5024279812,1701472.9,4848169.82,325.0,0.2,0.2,0.0,0.2,0.0,0.2,0.4,0.2,0.4,0.0,6.4,3.4,1.2,4.8,0.4,0.2,0.2,2.4,29.0,2.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0
TOS11000080,Pentolina,mm,43.2085023992,11.1799021081,1677110.9,4786291.82,450.0,0.2,0.2,0.2,0.2,0.0,0.4,0.2,0.0,0.0,0.0,11.0,6.2,9.0,0.2,0.2,0.0,0.4,9.6,7.2,6.4,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.2,0.2,0.0
TOS03001580,Pescia,mm,43.896534212895,10.6950237255296,1636163.66,4861793.45,78.0,0.0,0.0,0.0,0.4,0.0,0.2,0.2,0.4,0.2,0.2,38.6,7.2,2.6,12.8,0.0,0.0,0.2,9.6,7.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,3.2,6.2,0.0,0.0
TOS02004284,Piaggione,mm,43.9293529009473,10.5142754316329,1621580.1,4865156.58,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,30.6,9.2,15.2,10.6,0.0,0.0,0.6,9.4,9.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.6,0.0,0.0
TOS01000056,Pian della Fioba,mm,44.0570217481634,10.2069398760796,1596702.76,4878930.06,860.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.2,60.8,11.8,1.6,16.4,0.2,0.0,4.2,16.0,8.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,11.2,22.0,0.2,0.0
TOS01000881,Pian di Scò,mm,43.6499648868522,11.5551495552063,1706090.6,4836184.82,395.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,11.6,4.4,3.6,6.6,0.0,0.2,0.0,4.0,10.2,4.8,0.0,0.4,0.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0
TOS11000060,Piancastagnaio,mm,42.8181362937578,11.7325441459392,1723417.4,4744257.26,341.0,0.0,0.2,0.0,0.4,0.2,0.2,0.2,0.0,0.2,0.0,16.8,12.2,4.8,0.4,0.4,0.0,0.4,9.0,5.2,5.0,0.0,0.0,0.2,0.2,0.2,0.0,12.4,0.0,0.0,0.0
TOS11000034,Piazza al Serchio,mm,44.1923123458,10.2916366026,1603250.9,4894059.82,660.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.0,33.4,5.4,0.6,1.4,0.2,0.0,0.2,13.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,8.0,0.0,0.0
TOS09000022,Pietra Piccata,mm,44.339638145103,9.82324719429016,1565655.39,4909942.17,955.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.2,66.4,12.0,0.6,3.2,1.4,0.0,1.8,13.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,9.2,0.0,0.0
TOS11000033,Pieve di Compito,mm,43.7800182426,10.5894082801,1627929.9,4848683.82,38.0,0.2,0.2,0.4,0.0,0.2,0.2,0.2,0.4,0.4,0.2,48.2,14.2,3.2,9.6,0.0,0.2,0.4,10.8,12.2,0.0,0.0,0.0,0.4,0.2,0.0,0.0,4.2,12.2,0.0,0.0
TOS11000040,Pieve S. Stefano,mm,43.6739526486025,12.1019487858501,1750089.57,4840353.06,750.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.2,0.0,0.0,6.8,2.2,3.0,0.2,0.0,0.2,0.0,1.8,28.8,9.0,0.4,0.0,0.0,0.0,0.6,0.2,1.2,4.0,0.0,0.0
TOS19000702,Pieve S. Stefano,mm,43.6690285798809,12.0427980634906,1745341.07,4839629.4,434.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,7.2,2.8,4.0,0.6,0.2,0.0,0.0,0.2,15.0,4.4,0.0,0.0,0.0,0.0,0.0,0.2,1.0,4.0,0.0,0.0
TOS01000544,Pisa (Fac. Agraria),mm,43.7111716434473,10.4120041429996,1613784.34,4840778.65,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,18.6,14.6,7.6,13.2,0.0,0.0,0.0,5.4,6.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.6,4.0,0.0,0.0
TOS11000014,Pitigliano,mm,42.6350977676,11.6542999129,1717659.9,4723725.82,300.0,0.0,0.2,0.2,0.2,0.2,0.4,0.2,0.0,0.2,0.0,13.0,16.0,2.8,0.2,0.0,0.0,0.6,15.2,2.8,1.0,0.0,0.0,0.0,0.0,0.2,0.0,10.8,0.6,0.8,0.0
TOS03001841,Pizzorne,mm,43.9344280569075,10.5846312960815,1627216.77,4865826.25,938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,39.0,11.2,11.0,12.0,0.2,0.0,0.4,13.6,8.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,3.8,11.4,0.0,0.0
TOS01004965,Poggibonsi,mm,43.4714639748017,11.1287599321364,1672211.27,4815389.19,88.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,14.2,5.4,0.4,3.4,0.0,0.0,0.4,4.6,7.6,2.6,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.8,0.0,0.0
TOS01001445,Poggio Aglione,mm,43.5298824017873,10.9279659199902,1655819.68,4821481.49,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,14.2,10.0,1.0,8.4,0.2,0.0,0.2,4.0,10.4,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0
TOS03001135,Poggio alla Croce,mm,43.6500938567192,11.3924717883301,1692970.61,4835807.9,500.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,7.0,4.2,1.0,4.0,0.0,0.0,0.2,3.4,10.6,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0
TOS03003011,Poggio Perotto,mm,42.6136805291561,11.2548820828255,1684972.91,4720396.56,82.0,0.0,0.0,0.2,0.4,0.0,0.4,0.2,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.2,20.2,13.4,0.6,0.0,0.0,0.2,0.2,1.2,0.0,11.2,0.0,0.2,0.0
TOS02000075,Pomezzana,mm,43.9852999546561,10.3147673606872,1605466.57,4871096.16,600.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,2.6,35.0,17.2,4.6,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
TOS01002115,Ponsano,mm,43.3653080786,10.9903473059,1661297.34,4803322.5,340.0,0.2,0.2,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.0,3.8,7.4,1.2,0.2,0.0,0.2,0.6,5.0,9.2,3.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0
TOS01000931,Ponte a Olmo,mm,44.0491644742928,11.3044059276581,1684632.69,4879931.07,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,9.0,3.0,8.2,0.0,0.0,0.0,5.2,28.2,15.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,9.2,0.6,0.0
TOS01004811,Ponte a Signa,mm,43.7730536256216,11.0929458599137,1668469.93,4848811.52,32.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.4,0.0,17.4,8.6,0.8,0.6,0.0,0.0,0.0,7.6,16.6,2.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,16.0,0.0,0.0
TOS02004165,Ponte di Campia,mm,44.0900549407028,10.4528243960756,1616332.9,4882917.01,197.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,2.2,34.6,6.4,3.4,5.0,0.4,0.0,0.8,13.0,1.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,7.0,9.2,0.0,0.0
TOS02004231,Ponte di Lucchio,mm,44.0435891694687,10.719796449758,1637812.79,4878167.84,350.0,0.2,0.0,0.2,0.2,0.2,0.0,0.4,0.2,0.2,0.4,28.6,4.2,11.2,4.8,0.0,0.2,0.4,17.0,3.2,7.2,0.0,0.2,0.2,0.2,0.2,0.2,4.2,17.0,0.0,0.0
TOS01005401,Ponte di Monterufoli,mm,43.3233356908324,10.6698220968247,1635419.66,4798091.34,32.96,0.6,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.4,12.8,9.0,1.8,0.2,0.2,0.0,1.2,9.4,5.2,1.8,0.0,0.0,0.2,0.2,0.2,0.0,0.8,4.2,0.0,0.0
TOS02004305,Ponte Guido,mm,43.8650447864317,10.4331713931578,1615193.77,4857897.86,23.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.2,1.0,48.2,14.2,14.8,8.2,0.2,0.0,2.0,10.0,10.6,2.0,0.0,0.0,0.2,0.2,0.0,0.0,5.8,0.6,0.0,0.0
TOS03005707,Ponte Orgia,mm,43.2146453955979,11.2581115961075,1683445.92,4787142.6,0.0,0.4,0.0,0.2,0.2,0.2,0.6,0.0,0.4,0.2,0.2,9.4,6.2,3.0,0.2,0.2,0.2,0.4,12.2,5.2,5.6,0.2,0.0,0.2,0.2,0.0,0.2,4.0,0.2,0.2,0.0
TOS01005386,Ponte SR439,mm,43.3341721848683,10.8580648899078,1650655.96,4799617.33,85.0,0.4,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.4,4.4,11.8,0.6,0.2,0.2,0.0,0.0,5.4,6.2,0.8,0.0,0.2,0.2,0.2,0.0,0.2,0.0,2.4,0.2,0.0
TOS02004045,Ponte Tavole,mm,43.9725728453911,10.1849162578583,1595073.51,4869524.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.8,23.4,11.2,1.0,9.6,0.2,0.0,1.8,8.4,2.2,0.6,0.0,0.0,0.0,0.2,0.0,0.0,6.6,9.8,0.0,0.0
TOS03002961,Ponte Tura,mm,42.7646975681321,11.166253387928,1677273.27,4736976.83,13.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.0,4.4,2.6,1.6,5.4,0.0,0.0,0.2,15.8,5.0,0.6,0.0,0.0,0.0,0.2,1.8,0.0,26.4,1.0,0.0,0.0
TOS01005181,Pontedera,mm,43.6653337908212,10.6312412023544,1631546.96,4836011.93,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,2.4,0.0,0.2,1.8,0.0,0.0,0.0,5.2,14.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,13.0,0.0,0.0
TOS01004839,Pontelungo valle,mm,43.9198061570395,10.8959250239647,1652239.68,4864728.93,65.68,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.2,24.6,7.2,5.6,5.6,0.0,0.0,0.0,9.2,10.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.8,0.0,0.0
